,Unnamed: 0,customer lifetime value,income,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,total claim amount,month
6534,6534,4940.508153,65985,71,3.0,47,5.0,4,42.43131,2
6535,6535,4362.931238,58842,110,6.0,74,0.0,1,528.0,1
6536,6536,9048.983447,0,119,9.0,8,0.0,3,571.2,1
6537,6537,2675.569927,67837,69,19.0,17,4.0,1,430.477436,2
6539,6539,9244.351881,12081,82,18.0,18,0.0,2,548.064933,1
6543,6543,3530.007745,0,108,7.0,55,0.0,1,777.6,2
6545,6545,5232.454958,41596,66,12.0,12,0.0,5,316.8,2
6546,6546,2549.998419,31213,65,0.0,29,0.0,1,312.0,2
6550,6550,13569.24071,20978,70,35.0,20,0.0,2,336.0,1
6551,6551,5773.90039,52278,73,31.0,91,0.0,3,234.997994,2
6555,6555,6762.082924,40372,85,15.0,17,0.0,4,76.975713,2
6557,6557,20492.7355,27317,102,30.0,12,0.0,2,489.6,1
6558,6558,6045.625114,82399,77,18.0,15,3.0,9,31.668965,2
6566,6566,8715.945469,0,84,33.0,20,0.0,2,604.8,2
6569,6569,8869.631143,0,119,12.0,57,0.0,4,571.2,1
6570,6570,27890.0576,46546,99,9.0,64,0.0,2,319.105565,2
6572,6572,4433.694028,0,65,7.0,22,0.0,6,312.0,1
6574,6574,10517.15638,46707,133,7.0,9,0.0,8,80.70505,1
6575,6575,10255.80275,0,102,17.0,77,0.0,2,734.4,1
6579,6579,31316.61358,42522,132,3.0,85,0.0,2,909.876614,1
6580,6580,23187.14574,58466,66,7.0,79,1.0,2,316.8,2
6581,6581,9416.474669,0,86,9.0,83,1.0,2,412.8,2
6587,6587,2248.449633,24910,63,7.0,63,1.0,1,347.857619,1
6589,6589,7857.357595,85067,65,34.0,51,0.0,2,256.242825,1
6591,6591,5166.190278,80797,64,21.0,47,0.0,9,300.940297,2
6596,6596,4250.282624,0,61,17.0,1,1.0,7,292.8,1
6597,6597,8435.176463,64692,70,17.0,80,0.0,2,336.0,2
6598,6598,24127.50402,14072,71,13.0,3,0.0,2,511.2,1
6599,6599,5511.033294,36267,69,21.0,1,0.0,8,263.454037,2
6603,6603,5141.976413,60277,65,32.0,19,0.0,7,146.390518,2
6611,6611,8491.020256,62076,71,25.0,82,0.0,2,227.225113,2
6613,6613,22337.1631,0,130,9.0,43,0.0,2,1376.910777,2
6615,6615,3173.032243,0,101,34.0,52,4.0,1,484.8,1
6617,6617,5996.065073,0,83,5.0,59,0.0,9,398.4,2
6619,6619,8033.910862,70311,66,18.0,15,0.0,2,341.395103,1
6623,6623,5385.853211,29664,71,1.0,69,0.0,3,340.8,2
6624,6624,2227.072755,27972,61,7.0,38,0.0,1,292.8,1
6625,6625,2199.73952,0,64,21.0,5,0.0,1,685.456738,2
6627,6627,3910.697956,58713,98,8.0,4,0.0,1,470.4,2
6629,6629,8256.2978,62902,69,14.0,94,0.0,2,159.383042,1
6635,6635,35692.17157,0,102,10.0,90,0.0,2,1123.212014,1
6636,6636,2357.503128,0,64,25.0,80,0.0,1,199.791024,2
6640,6640,6608.165971,21616,93,4.0,41,0.0,7,944.854655,1
6643,6643,9877.295699,67752,131,4.0,40,4.0,9,168.517149,1
6644,6644,8415.644389,0,62,8.0,98,0.0,2,446.4,2
6646,6646,37243.63312,53602,115,15.0,60,0.0,2,295.335363,2
6647,6647,4483.839044,32983,113,25.0,59,0.0,1,466.81627,1
6650,6650,2444.896824,48473,63,1.0,73,0.0,1,302.4,2
6651,6651,8487.238032,0,74,7.0,93,0.0,2,426.655599,1
6654,6654,8207.702516,40420,104,2.0,10,0.0,7,499.2,2
6655,6655,3985.398895,77739,98,31.0,61,0.0,1,428.563553,1
6660,6660,10479.89966,78435,130,11.0,19,0.0,4,553.61131,2
6662,6662,4558.428807,14665,61,6.0,82,0.0,3,292.8,1
6666,6666,4821.986443,0,136,28.0,87,0.0,1,652.8,2
6670,6670,8769.266756,49665,74,5.0,51,0.0,2,355.2,1
6671,6671,8936.370357,18141,116,2.0,87,0.0,3,722.404711,1
6672,6672,2613.023132,57099,67,20.0,37,0.0,1,67.859881,2
6673,6673,4834.710493,38713,66,31.0,69,4.0,6,316.8,1
6679,6679,4315.6705,89797,106,19.0,8,0.0,1,70.958361,1
6680,6680,6611.118163,0,95,15.0,37,0.0,3,564.302867,1
6682,6682,32098.32209,31503,105,17.0,74,3.0,2,504.0,2
6683,6683,3410.199334,59662,85,6.0,76,0.0,1,10.168824,1
6685,6685,3788.649817,48887,95,26.0,25,0.0,1,456.0,2
6686,6686,7803.503824,84417,98,5.0,32,0.0,7,139.714897,1
6689,6689,9654.523307,67772,82,29.0,27,0.0,2,502.580472,1
6693,6693,2272.335352,16618,62,0.0,40,0.0,1,219.288706,1
6697,6697,34243.51034,51255,122,12.0,0,0.0,2,421.70554,2
6698,6698,2831.587689,17752,77,26.0,87,0.0,1,369.6,2
6700,6700,4897.979559,30503,63,32.0,57,3.0,5,257.923563,2
6701,6701,2584.824329,60942,64,11.0,56,0.0,1,288.205261,2
6703,6703,2453.570794,29735,69,3.0,92,0.0,1,331.2,2
6707,6707,2312.328541,16143,62,3.0,73,1.0,1,32.114117,1
6710,6710,2435.321545,43721,61,5.0,84,0.0,1,292.8,2
6728,6728,6259.477847,0,83,8.0,78,0.0,4,254.142365,2
6729,6729,3903.383926,0,104,25.0,87,0.0,1,499.2,1
6732,6732,5678.050167,0,76,8.0,44,0.0,3,364.8,1
6734,6734,4424.579094,37800,112,0.0,77,0.0,1,662.715218,2
6735,6735,6274.564531,0,67,23.0,39,1.0,2,431.32052,1
6737,6737,21235.44557,0,86,29.0,45,0.0,2,568.746405,2
6744,6744,4686.807406,32646,119,25.0,84,0.0,1,464.99983,1
6746,6746,4895.811925,54495,61,7.0,3,0.0,8,182.350945,2
6747,6747,22620.74841,49564,193,22.0,82,0.0,2,286.370988,1
6750,6750,2434.681155,96045,61,24.0,35,0.0,1,8.582971,1
6753,6753,8663.550386,93485,72,31.0,40,0.0,2,127.104785,2
6754,6754,4715.321344,0,65,19.0,56,0.0,3,308.15089,1
6755,6755,5638.543833,74286,70,27.0,0,0.0,3,277.585067,2
6758,6758,7119.531925,28227,62,14.0,24,0.0,2,551.28213,1
6759,6759,2897.779107,0,85,4.0,45,0.0,1,612.0,2
6760,6760,3636.561567,25407,98,2.0,88,0.0,1,284.239719,1
6764,6764,5301.835462,20269,66,14.0,79,0.0,3,475.2,1
6765,6765,6776.353402,0,96,0.0,38,0.0,3,818.730215,2
6766,6766,2473.368225,13449,68,28.0,13,0.0,1,326.4,1
6767,6767,2357.747015,25064,62,17.0,34,0.0,1,297.6,1
6769,6769,8804.53711,48990,74,3.0,20,0.0,2,355.2,1
6773,6773,7897.015071,0,72,8.0,54,0.0,2,518.4,1
6774,6774,5601.68063,11920,74,20.0,27,0.0,7,355.2,2
6775,6775,5635.746396,20303,71,24.0,84,0.0,3,340.8,2
6776,6776,6558.880167,19508,61,22.0,59,0.0,2,292.8,1
6777,6777,4334.064096,23904,123,1.0,67,3.0,1,590.4,2
6782,6782,3954.344534,18375,103,8.0,50,0.0,1,535.080276,2
6783,6783,4111.888285,65085,103,20.0,55,0.0,1,480.073548,1
6784,6784,5358.163394,40833,69,13.0,84,0.0,6,294.591676,2
6788,6788,8646.504109,64125,108,3.0,44,0.0,3,369.818708,1
6789,6789,3757.804716,36633,96,20.0,61,1.0,1,460.8,1
6794,6794,15925.05739,34455,135,8.0,69,0.0,2,648.0,2
6796,6796,5229.986897,18129,69,21.0,56,0.0,5,364.695093,2
6799,6799,8044.872393,71391,67,29.0,39,0.0,2,284.000172,2
6805,6805,8544.411077,28224,109,13.0,13,0.0,8,523.2,2
6808,6808,16045.10952,0,65,10.0,10,0.0,2,163.046956,2
6812,6812,6326.679236,0,87,2.0,41,0.0,3,417.6,1
6814,6814,3995.358195,0,119,19.0,98,0.0,1,856.8,1
6816,6816,7506.779365,49561,193,4.0,35,0.0,1,926.4,2
6822,6822,27789.69235,33806,89,32.0,59,0.0,2,395.729716,1
6828,6828,66025.75407,33481,188,28.0,46,0.0,2,1194.892002,2
6832,6832,4978.950257,28695,64,17.0,87,0.0,4,221.241837,1
6836,6836,22332.43946,49078,97,10.0,3,0.0,2,484.013411,1
6837,6837,2659.70565,0,87,4.0,4,3.0,1,420.041981,2
6838,6838,3133.503432,58850,78,20.0,26,0.0,1,143.747794,2
6848,6848,6285.305195,0,90,4.0,63,0.0,7,432.0,2
6851,6851,3383.445647,0,97,23.0,38,0.0,1,698.4,1
6852,6852,30141.61738,0,103,9.0,72,0.0,2,1060.310769,2
6854,6854,5380.898636,55350,67,0.0,13,0.0,9,321.6,2
6856,6856,2700.676449,89362,67,8.0,72,0.0,1,116.209568,2
6857,6857,6674.177684,0,189,23.0,14,0.0,1,1737.320276,1
6860,6860,5615.073509,19949,74,0.0,99,1.0,3,355.2,1
6864,6864,3605.860265,21585,92,35.0,61,0.0,1,441.6,1
6865,6865,4915.39018,0,70,13.0,48,0.0,9,504.0,1
6867,6867,14131.12134,28327,185,29.0,26,0.0,3,888.0,1
6872,6872,2843.557702,67952,71,16.0,0,0.0,1,167.405624,1
6874,6874,5279.478432,92589,65,29.0,20,0.0,9,312.0,2
6881,6881,8759.592518,28280,116,7.0,55,0.0,9,556.8,1
6883,6883,6817.430723,43947,61,33.0,43,4.0,2,291.388894,1
6887,6887,7147.621865,87454,89,30.0,88,0.0,6,60.921658,1
6888,6888,7317.014254,24083,63,22.0,2,1.0,2,340.453606,1
6890,6890,4122.964632,24732,107,18.0,44,0.0,1,72.771554,2
6900,6900,12521.42105,39007,105,29.0,16,0.0,2,1023.844984,1
6901,6901,2227.072755,27972,61,7.0,38,0.0,1,292.8,1
6902,6902,3465.52691,48744,86,3.0,59,0.0,1,412.8,2
6903,6903,17666.56543,0,74,6.0,92,0.0,2,355.2,2
6904,6904,4836.892172,39310,61,5.0,89,0.0,3,93.181865,2
6906,6906,3615.889805,0,95,16.0,1,0.0,1,684.0,1
6909,6909,5285.918307,0,73,1.0,44,0.0,4,392.951076,2
6912,6912,2767.499996,0,72,27.0,60,0.0,1,22.326388,1
6914,6914,21991.61598,80807,109,1.0,73,0.0,2,132.139111,1
6921,6921,7903.993374,35406,69,13.0,15,4.0,2,67.504452,2
6924,6924,2656.99458,57117,67,6.0,29,0.0,1,321.6,2
6925,6925,8667.090494,31354,109,11.0,23,0.0,9,527.759702,1
6929,6929,6969.880958,27604,92,20.0,45,1.0,9,441.6,2
6936,6936,21159.30151,0,108,15.0,17,0.0,2,777.6,1
6939,6939,2504.907557,88264,62,8.0,34,0.0,1,297.6,2
6943,6943,2591.749798,56701,65,34.0,36,0.0,1,333.441673,1
6945,6945,2237.347771,0,61,19.0,44,0.0,1,292.8,2
6948,6948,3794.964613,19794,105,1.0,78,0.0,1,504.0,2
6950,6950,4067.004737,28466,102,33.0,91,0.0,1,371.802628,1
6957,6957,5380.898636,55350,67,0.0,13,0.0,9,321.6,2
6960,6960,17569.15979,41463,74,2.0,78,0.0,2,355.2,2
6963,6963,6388.21126,26436,83,0.0,10,0.0,5,398.4,1
6966,6966,35850.59935,17588,192,24.0,92,0.0,2,1382.4,1
6967,6967,2467.129805,23845,61,33.0,34,0.0,1,292.8,1
6968,6968,2387.60606,27592,62,6.0,29,0.0,1,297.6,2
6971,6971,7495.676658,0,106,23.0,45,0.0,5,763.2,2
6978,6978,6503.397049,22081,84,1.0,9,0.0,6,451.670309,2
6981,6981,3933.813993,25927,103,6.0,20,0.0,1,674.973614,1
6984,6984,2354.322179,26184,62,1.0,92,0.0,1,297.6,1
6987,6987,4513.435299,34558,113,32.0,24,0.0,1,376.529086,2
6991,6991,5528.212807,36088,72,16.0,31,0.0,9,345.6,1
6997,6997,6583.205691,0,97,22.0,5,0.0,3,465.6,1
7001,7001,4758.470236,92324,119,5.0,46,2.0,1,603.110961,2
7002,7002,11895.18188,88218,99,9.0,25,0.0,2,50.32306,2
7008,7008,2831.683664,70037,70,6.0,61,0.0,1,409.985435,1
7010,7010,6240.903564,68332,79,23.0,21,3.0,8,379.2,2
7012,7012,5592.161392,71811,71,17.0,48,0.0,6,29.03416,2
7013,7013,7780.903354,0,70,29.0,93,0.0,2,504.0,1
7014,7014,17651.96339,22510,95,19.0,48,0.0,2,456.0,1
7015,7015,4428.031583,58577,110,6.0,62,0.0,1,303.872752,1
7016,7016,5074.841142,51659,64,19.0,37,0.0,3,307.2,2
7018,7018,2864.093984,0,83,17.0,30,0.0,1,825.29011,1
7020,7020,7582.113842,64801,64,23.0,19,0.0,2,268.471802,2
7021,7021,2609.829612,58139,65,29.0,77,1.0,1,33.171413,1
7023,7023,13333.38849,75634,110,13.0,52,0.0,2,432.805382,1
7025,7025,8837.334639,62277,113,9.0,68,0.0,8,249.799752,2
7027,7027,5866.068903,75952,73,5.0,17,0.0,3,350.4,2
7029,7029,5781.015999,69512,72,3.0,62,0.0,5,196.977247,1
7030,7030,12052.88693,43184,102,6.0,81,0.0,2,376.836888,1
7034,7034,11250.09857,29505,284,2.0,70,0.0,1,1979.444237,1
7035,7035,8319.123035,49734,69,3.0,41,0.0,2,154.748539,2
7036,7036,8186.308757,20369,105,4.0,38,0.0,3,1126.65778,1
7037,7037,4794.931261,46143,122,15.0,85,0.0,1,223.028356,2
7040,7040,2674.730716,56342,69,12.0,89,0.0,1,331.2,2
7042,7042,60556.19213,0,204,35.0,45,0.0,2,979.2,1
7049,7049,4755.47946,0,66,27.0,89,0.0,3,712.309237,2
7052,7052,9267.920019,55808,116,31.0,4,0.0,7,551.413755,2
7053,7053,4592.150374,73604,114,15.0,89,0.0,1,184.222768,2
7056,7056,7288.884849,79494,91,19.0,30,0.0,3,396.295614,1
7057,7057,2814.2088,94304,71,31.0,41,0.0,1,182.815897,2
7058,7058,6240.664762,0,87,31.0,9,0.0,9,712.40122,2
7061,7061,5221.14469,60445,65,8.0,53,0.0,8,279.450351,2
7062,7062,2759.978287,92296,69,4.0,65,0.0,1,331.2,1
7063,7063,2863.312165,36706,71,4.0,45,0.0,1,435.606086,2
7066,7066,5635.294733,59325,71,13.0,75,0.0,3,229.686659,1
7068,7068,7425.870642,58042,62,14.0,88,0.0,2,161.419528,1
7069,7069,2542.06388,84495,63,15.0,61,0.0,1,302.4,2
7073,7073,16963.83934,0,117,26.0,33,0.0,2,561.6,2
7074,7074,5170.025981,0,69,27.0,48,0.0,9,331.2,1
7077,7077,7019.177186,26806,63,32.0,19,0.0,2,302.4,1
7079,7079,6886.324494,34615,87,6.0,73,0.0,7,417.6,1
7081,7081,11727.77648,29879,102,17.0,0,0.0,2,500.254235,1
7082,7082,6222.212108,74270,78,33.0,2,0.0,7,122.486486,1
7083,7083,6307.497245,0,88,16.0,28,2.0,7,422.4,1
7084,7084,6366.225775,44368,80,5.0,72,0.0,3,384.0,1
7087,7087,3360.269641,75216,84,23.0,39,1.0,1,65.803328,1
7088,7088,8429.491575,98796,104,22.0,32,0.0,3,499.2,2
7090,7090,4347.591949,81412,109,1.0,29,0.0,1,344.294164,1
7092,7092,5437.908293,23339,138,8.0,31,0.0,1,666.307195,1
7094,7094,8406.385414,42540,70,15.0,52,0.0,2,43.548973,2
7095,7095,3623.454198,0,111,6.0,24,2.0,1,1171.93117,1
7097,7097,2355.281389,0,63,20.0,5,0.0,1,302.4,2
7099,7099,5977.410465,25320,76,10.0,70,1.0,8,269.065636,2
7100,7100,7782.126848,70059,194,1.0,97,0.0,1,253.740993,2
7103,7103,2822.731903,0,77,33.0,86,0.0,1,138.947984,2
7106,7106,25030.89457,0,110,1.0,53,1.0,2,528.0,1
7107,7107,7304.15545,0,104,35.0,79,0.0,3,499.2,2
7108,7108,10484.91535,61108,89,22.0,93,0.0,2,49.451117,2
7109,7109,26220.03266,24743,84,8.0,23,0.0,2,1008.03551,1
7111,7111,22256.69368,23444,196,7.0,62,0.0,2,940.8,2
7112,7112,3683.099864,0,101,19.0,16,0.0,1,564.466556,1
7115,7115,11814.47532,0,106,1.0,38,0.0,2,763.2,1
7116,7116,9410.670129,96060,117,6.0,57,0.0,3,561.6,1
7118,7118,4838.981869,0,70,11.0,36,2.0,7,336.0,1
7120,7120,6385.617852,0,63,16.0,35,1.0,2,302.4,2
7122,7122,3139.169353,31177,79,14.0,28,0.0,1,905.699717,2
7124,7124,5484.588155,47611,69,17.0,65,0.0,4,593.654484,2
7127,7127,6031.518652,49539,79,15.0,83,0.0,5,286.938064,2
7132,7132,5989.773931,66839,154,33.0,24,0.0,1,739.2,1
7134,7134,5871.175279,33967,76,0.0,60,0.0,8,364.8,1
7139,7139,10155.30044,28754,89,9.0,17,0.0,2,427.2,1
7140,7140,4711.038869,24843,61,20.0,17,2.0,4,331.325638,1
7141,7141,8346.983233,48259,108,14.0,79,0.0,3,73.700573,2
7142,7142,33473.34946,33190,106,18.0,95,0.0,2,508.8,1
7144,7144,3567.503755,0,102,28.0,11,0.0,1,660.430456,1
7146,7146,7380.570445,53957,184,19.0,80,0.0,1,61.554272,1
7147,7147,3942.917284,38820,99,29.0,59,0.0,1,547.619785,1
7149,7149,4974.801539,75644,65,5.0,68,3.0,9,467.803638,1
7150,7150,9780.852337,0,132,13.0,47,0.0,3,950.4,1
7155,7155,5659.238384,69387,71,16.0,37,0.0,3,71.517444,1
7157,7157,38055.20953,0,115,21.0,78,0.0,2,552.0,2
7158,7158,8542.218196,50117,107,13.0,98,0.0,4,462.654347,2
7159,7159,8503.942634,87771,74,8.0,9,4.0,2,355.2,2
7161,7161,4313.34397,0,126,2.0,96,2.0,1,656.57161,2
7163,7163,8224.770259,82634,104,8.0,74,0.0,3,324.097433,2
7166,7166,15727.13063,84824,196,7.0,4,0.0,9,319.820747,2
7170,7170,5926.729379,23091,96,28.0,90,5.0,5,460.8,1
7173,7173,12036.62051,44428,104,17.0,61,0.0,2,499.2,2
7174,7174,10145.44091,44577,131,27.0,7,0.0,9,640.491537,1
7178,7178,7203.133626,0,95,3.0,29,0.0,9,149.843223,1
7181,7181,7956.150059,44818,67,25.0,41,1.0,2,136.883999,2
7184,7184,5380.312218,93818,66,7.0,25,0.0,6,248.405684,1
7185,7185,7289.297853,60875,92,0.0,84,0.0,3,410.846025,1
7190,7190,18474.71111,27869,67,18.0,59,0.0,2,482.4,2
7191,7191,22754.66137,51437,115,35.0,30,0.0,2,244.086665,2
7192,7192,2754.143877,58705,69,19.0,95,0.0,1,48.956424,1
7198,7198,5372.351967,70286,67,16.0,66,0.0,3,130.143497,2
7199,7199,8818.051498,0,136,31.0,75,4.0,3,1237.257917,2
7203,7203,3686.723847,0,96,2.0,88,0.0,1,28.460568,1
7206,7206,4966.767294,38055,64,7.0,24,1.0,8,39.069987,2
7207,7207,2530.705137,89451,63,11.0,2,0.0,1,61.769564,1
7209,7209,4829.571981,34819,61,0.0,31,0.0,6,185.898327,1
7211,7211,26197.41498,18495,113,10.0,15,0.0,2,542.4,1
7215,7215,2916.380797,85817,72,0.0,31,0.0,1,154.987759,2
7216,7216,11158.12643,0,161,19.0,71,0.0,9,1159.2,2
7219,7219,12375.02163,78441,103,6.0,73,0.0,2,613.866905,1
7220,7220,7809.515468,69161,97,19.0,71,0.0,8,341.431343,1
7224,7224,8385.252347,0,116,0.0,35,0.0,7,556.8,2
7228,7228,9048.983447,0,119,9.0,8,0.0,3,571.2,1
7229,7229,5024.777578,78772,62,9.0,47,0.0,8,86.274545,2
7233,7233,4723.821588,21546,119,20.0,66,1.0,1,625.395925,2
7234,7234,5568.947534,0,79,21.0,53,1.0,7,407.440238,1
7236,7236,4349.30875,75648,108,28.0,10,0.0,1,112.660916,2
7240,7240,4889.609695,51246,122,4.0,89,0.0,1,817.692013,1
7241,7241,9816.528302,37256,62,15.0,7,0.0,2,128.969729,1
7244,7244,8678.508294,62366,108,22.0,87,0.0,8,51.316527,1
7245,7245,21418.35544,21897,139,19.0,67,0.0,2,667.2,2
7247,7247,7057.888812,37840,90,31.0,9,0.0,4,432.0,1
7248,7248,2523.654743,43204,64,31.0,19,3.0,1,246.065764,1
7249,7249,10013.77995,0,135,26.0,38,0.0,3,773.690268,2
7251,7251,8596.916624,53736,71,2.0,20,0.0,2,169.287785,1
7254,7254,4949.803822,21342,62,34.0,72,0.0,3,74.350893,1
7255,7255,7840.165778,58414,210,7.0,24,2.0,1,1008.0,1
7257,7257,3885.456401,0,105,3.0,92,0.0,1,504.0,2
7260,7260,5157.642282,93303,65,11.0,96,0.0,5,40.757983,2
7265,7265,4502.679656,68798,114,19.0,69,0.0,1,92.915251,1
7268,7268,2220.187426,0,62,11.0,52,2.0,1,311.506082,1
7273,7273,6236.018595,57760,78,9.0,67,0.0,3,223.950089,1
7274,7274,12349.70232,67248,102,19.0,4,0.0,2,489.6,1
7278,7278,8458.912476,25448,71,11.0,59,0.0,2,345.022359,1
7284,7284,5445.373289,20282,79,19.0,8,3.0,6,507.549315,2
7289,7289,55277.44589,40740,198,19.0,60,0.0,2,950.4,1
7291,7291,12022.38645,25918,104,7.0,30,0.0,2,996.775536,1
7292,7292,2648.350463,29587,69,8.0,68,0.0,1,331.2,1
7293,7293,17002.02246,97268,85,23.0,88,0.0,2,35.278648,1
7299,7299,2415.063816,0,71,20.0,4,0.0,1,511.2,2
7301,7301,10295.46521,24723,129,20.0,0,0.0,5,619.2,2
7304,7304,3370.074728,0,95,14.0,15,1.0,1,476.903351,2
7306,7306,9403.962744,79440,117,11.0,19,0.0,8,500.638118,2
7308,7308,7663.514373,34837,63,32.0,27,0.0,2,72.828431,2
7309,7309,15362.35442,48115,192,15.0,67,0.0,5,1382.4,1
7310,7310,2863.043304,0,79,0.0,44,0.0,1,168.89233,2
7312,7312,2569.692441,79297,64,14.0,44,0.0,1,164.328953,1
7317,7317,2458.447909,57564,63,5.0,48,1.0,1,302.4,1
7321,7321,5638.262608,56017,71,1.0,98,0.0,6,51.995897,2
7323,7323,4271.200049,26245,110,6.0,43,0.0,1,44.284642,2
7327,7327,43019.01278,0,132,24.0,49,0.0,2,904.378268,1
7328,7328,8879.790017,52583,113,12.0,59,0.0,7,528.20086,2
7331,7331,5555.556089,41853,71,17.0,51,0.0,3,155.511553,1
7333,7333,5066.634057,35596,64,11.0,92,0.0,3,307.2,1
7334,7334,2530.705137,89451,63,11.0,2,0.0,1,61.769564,1
7335,7335,7985.472561,99069,66,7.0,28,0.0,2,77.442722,1
7338,7338,2731.520409,69844,68,5.0,9,0.0,1,184.379697,1
7341,7341,36181.02892,0,180,15.0,87,0.0,2,864.0,1
7345,7345,12174.58795,52797,104,14.0,13,1.0,2,88.173438,1
7346,7346,8007.399376,0,112,12.0,93,0.0,3,537.6,1
7349,7349,5968.118877,90972,74,3.0,47,0.0,8,232.926145,1
7350,7350,5510.558964,0,73,24.0,57,0.0,4,525.6,1
7351,7351,13668.35528,0,197,5.0,50,0.0,9,1418.4,2
7354,7354,6791.215414,0,101,19.0,11,1.0,8,727.2,1
7358,7358,3829.090645,74775,95,18.0,35,0.0,1,676.658911,1
7361,7361,3808.122147,94903,94,3.0,38,0.0,1,451.2,1
7363,7363,14886.70602,91193,185,15.0,75,1.0,6,1.587888,2
7364,7364,5319.838729,25714,67,17.0,57,0.0,5,321.6,1
7368,7368,5600.010179,63621,70,8.0,48,0.0,5,444.620265,2
7371,7371,2370.618948,0,71,1.0,66,1.0,1,511.2,1
7372,7372,13352.56134,0,119,18.0,65,0.0,2,729.595208,2
7373,7373,4987.643113,19589,127,26.0,44,0.0,1,1027.010512,1
7375,7375,18061.91837,13164,70,0.0,45,0.0,2,75.393383,1
7377,7377,2777.341885,65431,69,7.0,90,0.0,1,331.2,2
7378,7378,3265.156348,25820,82,10.0,69,0.0,1,393.6,1
7381,7381,21255.49606,73457,133,0.0,29,1.0,2,198.115298,2
7383,7383,5343.121327,64460,66,18.0,42,0.0,3,316.8,2
7387,7387,6947.524013,0,100,5.0,54,0.0,7,925.137143,1
7388,7388,4914.035833,10037,71,14.0,29,0.0,3,292.181494,2
7389,7389,2967.670797,35205,76,7.0,11,0.0,1,178.839506,2
7395,7395,6411.675304,47606,81,24.0,50,0.0,4,388.8,2
7396,7396,5357.260833,39604,68,2.0,21,0.0,8,63.127223,1
7399,7399,6722.701247,0,93,8.0,48,0.0,8,669.6,1
7401,7401,2589.695091,0,73,6.0,11,0.0,1,350.4,2
7406,7406,4775.475851,14254,124,21.0,16,0.0,1,595.2,1
7408,7408,4334.064096,23904,123,1.0,67,3.0,1,590.4,2
7409,7409,3151.16213,18486,86,24.0,95,0.0,1,412.8,1
7410,7410,4692.660787,0,69,24.0,23,0.0,8,549.271947,2
7411,7411,2519.918897,0,67,11.0,26,0.0,1,482.4,1
7418,7418,4222.631209,74585,106,1.0,49,0.0,1,218.598065,1
7422,7422,3985.547406,75007,101,1.0,19,0.0,1,668.773522,2
7424,7424,24552.8746,0,118,18.0,66,1.0,2,966.541071,1
7426,7426,1994.774936,0,61,18.0,96,0.0,1,393.215919,1
7428,7428,5561.291397,92678,70,0.0,67,0.0,3,34.689611,1
7429,7429,9918.69966,37586,63,29.0,90,0.0,2,153.489143,2
7430,7430,5272.005079,98110,65,3.0,77,0.0,8,176.287711,2
7431,7431,3700.385003,17557,96,6.0,5,0.0,1,666.724937,2
7432,7432,14316.84569,97379,119,10.0,62,0.0,2,354.764801,1
7434,7434,3425.73115,29194,89,28.0,31,0.0,1,424.466821,1
7436,7436,61850.18803,0,238,19.0,29,0.0,2,1142.4,2
7437,7437,6627.148927,82377,83,28.0,19,0.0,7,498.335261,1
7442,7442,7805.31287,21073,106,25.0,54,1.0,3,508.8,1
7444,7444,2582.185301,68074,65,12.0,62,0.0,1,27.987867,1
7446,7446,5470.060561,54507,138,20.0,11,0.0,1,702.990032,2
7447,7447,13450.95561,0,126,7.0,80,0.0,2,907.2,2
7450,7450,10592.58753,59590,136,15.0,67,0.0,5,460.266881,1
7453,7453,6688.857444,57289,86,21.0,88,0.0,3,562.224942,1
7454,7454,8471.417471,63513,70,13.0,76,0.0,2,185.667213,2
7458,7458,4039.315002,34911,105,6.0,31,1.0,1,126.779673,1
7460,7460,12682.25069,75203,80,0.0,13,1.0,2,384.0,1
7461,7461,16468.22079,0,63,4.0,52,0.0,2,685.12694,1
7463,7463,2600.641181,0,74,19.0,4,0.0,1,501.472124,1
7467,7467,27643.23508,63401,113,21.0,15,0.0,2,52.336233,1
7468,7468,7873.567332,0,74,24.0,82,0.0,2,568.798455,1
7470,7470,4660.399573,89834,116,24.0,11,0.0,1,43.15595,2
7473,7473,5278.528037,32365,67,28.0,78,0.0,3,193.147858,1
7475,7475,16460.07754,16869,222,28.0,57,0.0,3,1065.6,2
7477,7477,2141.979314,0,67,3.0,79,1.0,1,321.6,1
7478,7478,13226.22345,0,190,2.0,78,1.0,4,1398.023248,1
7483,7483,8083.917906,31506,102,23.0,50,0.0,8,601.074585,2
7487,7487,16473.16905,22828,106,11.0,54,0.0,2,508.8,2
7488,7488,13283.86446,0,132,20.0,22,0.0,2,950.4,2
7491,7491,4732.219556,55385,61,7.0,22,0.0,3,292.8,1
7492,7492,3123.080994,0,101,1.0,83,4.0,1,960.115399,2
7494,7494,18677.85248,0,86,17.0,14,0.0,2,538.649619,2
7496,7496,4848.90183,0,66,11.0,60,0.0,3,316.8,2
7497,7497,5568.947534,0,79,21.0,53,1.0,7,407.440238,1
7499,7499,7452.233634,0,105,27.0,42,0.0,4,504.0,2
7500,7500,2725.356404,36650,69,2.0,70,1.0,1,56.60333,1
7501,7501,4373.35826,25676,113,6.0,84,0.0,1,542.4,1
7502,7502,7583.141211,44667,65,25.0,53,0.0,2,245.661376,1
7503,7503,17253.72944,0,124,2.0,85,0.0,2,928.817071,2
7504,7504,4210.096739,21885,108,7.0,29,0.0,1,52.339396,2
